218680215, 250284905, 56667587, 158561350, 97578013, 237810083, 109715095, 135825356, 248056920, 303693006
92173524, 59575100, 254094961, 115958331, 213909719, 162809784, 37727952, 8100868, 241626039, 301087793
181701327, 198436071, 69434488, 36978196, 207621814, 172086978, 256927813, 33013552, 77261379, 170760116
54111916, 126428976, 218478781, 242349023, 186344581, 178098476, 157003504, 194534689, 112763045, 115826231
193076632, 138919253, 186903958, 228507886, 132784716, 173766396, 90033155, 178932673, 282532526, 291248270
179014686, 102799966, 166880158, 308468736, 103624897, 124878949, 77446275, 127697304, 142591675, 63753977
116000122, 205340007, 238830374, 248056920, 49287511, 303345566, 165216496, 290864164, 88813210, 189813843
45120292, 12660489, 90153776, 17414305, 238169854, 56413349, 95380196, 115821787, 127706455, 77262863
144132703, 110107925, 145508370, 297821985, 167460926, 169688576, 90534290, 91859894, 267722020, 184314651
228918359, 57088976, 197786337, 119430691, 129339750, 5759284, 113308351, 29983962, 242866088, 170048045
